g100	g46	1.9982456665464956
g46	g100	1.9982456665464956
g100	g13	1.9972182862230647
g13	g100	1.9972182862230647
g77	g86	1.9968936855181
g86	g77	1.9968936855181
g38	g60	1.9968932481323658
g60	g38	1.9968932481323658
g53	g96	1.9963902225719896
g96	g53	1.9963902225719896
g13	g60	1.9955749540724694
g60	g13	1.9955749540724694
g6	g61	1.995221587835232
g61	g6	1.995221587835232
g11	g87	1.994739361224684
g87	g11	1.994739361224684
g33	g50	1.993314562991369
g50	g33	1.993314562991369
g13	g65	1.9911515236275275
g65	g13	1.9911515236275275
g25	g46	1.9896153090291153
g46	g25	1.9896153090291153
g100	g60	1.9893557999313052
g60	g100	1.9893557999313052
g24	g37	1.9893189763850767
g37	g24	1.9893189763850767
g37	g44	1.9888688910781753
g44	g37	1.9888688910781753
g37	g72	1.9879386986148622
g72	g37	1.9879386986148622
g24	g44	1.9868443876936832
g44	g24	1.9868443876936832
g78	g8	1.986137839541232
g8	g78	1.986137839541232
g11	g40	1.9857981960535684
g40	g11	1.9857981960535684
g82	g85	1.9851971442369958
g85	g82	1.9851971442369958
g69	g8	1.9846331058541336
g8	g69	1.9846331058541336
g24	g72	1.9842996328701625
g72	g24	1.9842996328701625
g7	g91	1.984292170046295
g91	g7	1.984292170046295
g69	g78	1.9842446644267429
g78	g69	1.9842446644267429
g44	g72	1.9842427275660863
g72	g44	1.9842427275660863
g56	g81	1.9832714787635362
g81	g56	1.9832714787635362
g16	g89	1.9822069369422373
g89	g16	1.9822069369422373
g78	g83	1.981830276809965
g83	g78	1.981830276809965
g7	g85	1.9815879105082845
g85	g7	1.9815879105082845
g8	g83	1.981260270023113
g83	g8	1.981260270023113
g85	g91	1.9803535246704977
g91	g85	1.9803535246704977
g69	g83	1.9796002196380575
g83	g69	1.9796002196380575
g36	g67	1.979586913197346
g67	g36	1.979586913197346
g7	g82	1.9786218234420234
g82	g7	1.9786218234420234
g16	g85	1.9784955952351213
g85	g16	1.9784955952351213
g82	g91	1.9778582025191276
g91	g82	1.9778582025191276
g16	g82	1.9751683068950858
g82	g16	1.9751683068950858
g85	g89	1.972740755507963
g89	g85	1.972740755507963
g2	g39	1.9722918806295833
g39	g2	1.9722918806295833
g100	g94	1.970688511533056
g94	g100	1.970688511533056
g16	g7	1.9705448460801103
g7	g16	1.9705448460801103
g29	g35	1.9703809020987761
g35	g29	1.9703809020987761
g16	g91	1.9695995359403873
g91	g16	1.9695995359403873
g82	g89	1.9693135745688841
g89	g82	1.9693135745688841
g74	g88	1.9676672258107626
g88	g74	1.9676672258107626
g12	g59	1.9674875347435807
g59	g12	1.9674875347435807
g7	g89	1.9634405172588565
g89	g7	1.9634405172588565
g21	g60	1.962448065132658
g60	g21	1.962448065132658
g62	g79	1.9613642982320851
g79	g62	1.9613642982320851
g89	g91	1.9611456501410274
g91	g89	1.9611456501410274
g1	g32	1.960913343900593
g32	g1	1.960913343900593
g29	g41	1.9566189134654777
g41	g29	1.9566189134654777
g51	g96	1.9562588651311479
g96	g51	1.9562588651311479
g33	g60	1.954285490887575
g60	g33	1.954285490887575
g100	g33	1.953603789793903
g33	g100	1.953603789793903
g18	g64	1.9527397891556726
g64	g18	1.9527397891556726
g17	g63	1.9527165624931282
g63	g17	1.9527165624931282
g46	g94	1.9511097760969238
g94	g46	1.9511097760969238
g52	g63	1.950919250862237
g63	g52	1.950919250862237
g13	g73	1.9509158312702035
g73	g13	1.9509158312702035
g51	g53	1.9501898901209316
g53	g51	1.9501898901209316
g22	g46	1.9501443439707373
g46	g22	1.9501443439707373
g38	g61	1.9498079097923533
g61	g38	1.9498079097923533
g21	g38	1.9486782501895745
g38	g21	1.9486782501895745
g38	g6	1.9486358256741347
g6	g38	1.9486358256741347
g20	g47	1.9481654256194152
g47	g20	1.9481654256194152
g58	g59	1.9478522140518661
g59	g58	1.9478522140518661
g13	g50	1.946343823031489
g50	g13	1.946343823031489
g55	g57	1.9448166684635952
g57	g55	1.9448166684635952
g50	g60	1.944183086689947
g60	g50	1.944183086689947
g2	g54	1.9435589628635823
g54	g2	1.9435589628635823
g13	g33	1.9432612580372153
g33	g13	1.9432612580372153
g100	g50	1.9420358639825341
g50	g100	1.9420358639825341
g47	g63	1.9420094349281425
g63	g47	1.9420094349281425
g65	g73	1.9419720385701669
g73	g65	1.9419720385701669
g17	g5	1.9407734301218402
g5	g17	1.9407734301218402
g20	g57	1.9400926899077757
g57	g20	1.9400926899077757
g12	g30	1.939867966932157
g30	g12	1.939867966932157
g11	g31	1.9390093289763597
g31	g11	1.9390093289763597
g41	g67	1.9373860086807437
g67	g41	1.9373860086807437
g18	g2	1.93560689619161
g2	g18	1.93560689619161
g12	g28	1.9351252758627808
g28	g12	1.9351252758627808
g54	g64	1.9340408706205547
g64	g54	1.9340408706205547
g35	g62	1.9309819554734848
g62	g35	1.9309819554734848
g51	g72	1.9290417460648013
g72	g51	1.9290417460648013
g5	g57	1.9278755535862078
g57	g5	1.9278755535862078
g54	g90	1.9269001729819184
g90	g54	1.9269001729819184
g59	g79	1.9246028137087263
g79	g59	1.9246028137087263
g37	g51	1.9231668020402224
g51	g37	1.9231668020402224
g30	g90	1.9218559068778336
g90	g30	1.9218559068778336
g11	g49	1.919996429923526
g49	g11	1.919996429923526
g28	g62	1.9190535233255752
g62	g28	1.9190535233255752
g18	g28	1.9182726048605432
g28	g18	1.9182726048605432
g52	g84	1.9179454845458839
g84	g52	1.9179454845458839
g59	g84	1.9138653588925045
g84	g59	1.9138653588925045
g3	g65	1.913270147563947
g65	g3	1.913270147563947
g36	g62	1.9122008945585245
g62	g36	1.9122008945585245
g10	g81	1.911079548741304
g81	g10	1.911079548741304
g1	g81	1.910331601708801
g81	g1	1.910331601708801
g39	g49	1.9099337574151025
g49	g39	1.9099337574151025
g84	g98	1.9098451326530643
g98	g84	1.9098451326530643
g19	g47	1.9097037619473656
g47	g19	1.9097037619473656
g12	g27	1.9086504313418668
g27	g12	1.9086504313418668
g44	g51	1.9078790206417533
g51	g44	1.9078790206417533
g32	g39	1.9075614785449324
g39	g32	1.9075614785449324
g1	g17	1.9065877207320947
g17	g1	1.9065877207320947
g29	g49	1.9044072945235961
g49	g29	1.9044072945235961
g67	g79	1.9003981302854211
g79	g67	1.9003981302854211
g18	g54	1.8973436851139343
g54	g18	1.8973436851139343
g1	g56	1.8967040331419849
g56	g1	1.8967040331419849
g41	g79	1.8964466626565564
g79	g41	1.8964466626565564
g41	g55	1.895904391494165
g55	g41	1.895904391494165
g28	g59	1.8954940377476461
g59	g28	1.8954940377476461
g81	g84	1.8947486493646692
g84	g81	1.8947486493646692
g24	g51	1.8944300364946676
g51	g24	1.8944300364946676
g79	g97	1.8941415679893718
g97	g79	1.8941415679893718
g11	g78	1.8930441328637975
g78	g11	1.8930441328637975
g10	g17	1.8916853282808128
g17	g10	1.8916853282808128
g34	g97	1.8914544356027647
g97	g34	1.8914544356027647
g1	g97	1.8906107350662522
g97	g1	1.8906107350662522
g47	g52	1.8882760003159937
g52	g47	1.8882760003159937
g56	g57	1.8881166764050077
g57	g56	1.8881166764050077
g36	g64	1.8880929878072852
g64	g36	1.8880929878072852
g100	g2	1.8869733984616064
g2	g100	1.8869733984616064
g10	g55	1.88689089846911
g55	g10	1.88689089846911
g78	g87	1.8868624874998354
g87	g78	1.8868624874998354
g52	g99	1.886259998170668
g99	g52	1.886259998170668
g15	g58	1.8857812385457016
g58	g15	1.8857812385457016
g11	g83	1.8848366491110613
g83	g11	1.8848366491110613
g30	g47	1.8847990832501003
g47	g30	1.8847990832501003
g45	g9	1.8830026257945822
g9	g45	1.8830026257945822
g54	g98	1.8823310619687537
g98	g54	1.8823310619687537
g55	g59	1.8811591301569184
g59	g55	1.8811591301569184
g52	g62	1.8792657433286934
g62	g52	1.8792657433286934
